epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,2472.04,0.95304,1.08289,0.72608,1.07709,0.85605,0.88525,0.94129,0.70138,0.85969,0.87852,0.9421,0.57493,0.82891,0.81511,0.65632,0.98609,0.00138314,0.00138314,0.00138314
88,2499.17,0.98837,1.13034,0.77036,1.09765,0.86381,0.91632,0.95006,0.72566,0.87375,0.90355,0.95023,0.58714,0.76223,0.82174,0.61207,0.96885,0.00137984,0.00137984,0.00137984
89,2525.39,0.91378,1.05578,0.7107,1.06062,0.85872,0.91717,0.94372,0.71085,0.85648,0.92091,0.94439,0.58628,0.83553,0.8268,0.599,0.97915,0.00137654,0.00137654,0.00137654
90,2552.7,0.9228,1.14019,0.72246,1.06311,0.90834,0.91028,0.95425,0.71706,0.91208,0.91392,0.95648,0.59326,0.82281,0.80117,0.63681,0.98778,0.00137324,0.00137324,0.00137324
91,2579.46,0.90325,1.12481,0.72343,1.03855,0.91206,0.85307,0.94582,0.70172,0.90206,0.85587,0.94002,0.55571,0.77722,0.86744,0.65509,0.96254,0.00136994,0.00136994,0.00136994
92,2607.55,0.91413,1.09859,0.69391,1.028,0.92409,0.88152,0.95495,0.7206,0.92221,0.87893,0.95121,0.599,0.75853,0.7995,0.58161,0.9502,0.00136664,0.00136664,0.00136664
93,2635.28,0.97532,1.08021,0.74754,1.11123,0.87899,0.88803,0.94108,0.70206,0.87413,0.88481,0.94188,0.57615,0.79722,0.84276,0.60836,0.96634,0.00136334,0.00136334,0.00136334
94,2661.78,0.94504,1.11045,0.72775,1.08587,0.9137,0.88921,0.95422,0.70639,0.91183,0.88507,0.95552,0.59253,0.84571,0.79529,0.62283,1.01747,0.00136004,0.00136004,0.00136004
95,2689.34,0.956,1.1309,0.73088,1.07192,0.90294,0.90988,0.96081,0.72487,0.89807,0.92015,0.96063,0.59914,0.79207,0.78046,0.58963,0.96929,0.00135674,0.00135674,0.00135674
96,2715.91,0.96583,1.15602,0.74841,1.08137,0.86504,0.90316,0.94052,0.71391,0.86867,0.89849,0.93521,0.57066,0.78506,0.86147,0.61684,0.96495,0.00135344,0.00135344,0.00135344
97,2747.36,0.88063,1.04696,0.69501,1.064,0.92236,0.90284,0.96889,0.74505,0.91766,0.89403,0.96724,0.60917,0.72728,0.80128,0.56998,0.93233,0.00135014,0.00135014,0.00135014
98,2773.21,0.88325,1.10615,0.65729,1.04029,0.92773,0.93844,0.97528,0.74329,0.92245,0.93293,0.97086,0.61281,0.72762,0.79575,0.5546,0.94487,0.00134684,0.00134684,0.00134684
99,2801.49,0.88007,1.05597,0.65638,1.04832,0.93295,0.91946,0.97452,0.75114,0.93196,0.92128,0.97197,0.62637,0.75557,0.78271,0.58268,0.94976,0.00134354,0.00134354,0.00134354
