epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,1423.6,0.74642,0.94003,0.52757,0.95856,0.73515,0.68784,0.74512,0.43853,0.81366,0.62704,0.76391,0.38473,1.43847,1.75842,1.03673,1.43985,0.000643795,0.000643795,0.000643795
126,1433.5,0.73327,0.90964,0.50653,0.93611,0.65081,0.76644,0.70927,0.43405,0.64675,0.7674,0.73629,0.37358,1.49533,1.65788,0.98371,1.54593,0.000635544,0.000635544,0.000635544
127,1443.18,0.70867,0.90504,0.49965,0.93197,0.74798,0.69092,0.72994,0.44965,0.73411,0.70079,0.76736,0.3915,1.48828,1.80542,0.95102,1.53552,0.000627292,0.000627292,0.000627292
128,1453.92,0.69528,0.92814,0.50271,0.93981,0.74363,0.66605,0.71995,0.42744,0.77785,0.68945,0.76231,0.38101,1.47024,1.82725,1.09582,1.47025,0.00061904,0.00061904,0.00061904
129,1464.95,0.69167,0.88688,0.49918,0.93441,0.78332,0.67472,0.72721,0.42346,0.81286,0.6839,0.76447,0.38464,1.52726,1.8066,1.14227,1.49148,0.000610789,0.000610789,0.000610789
130,1475.96,0.68773,0.90173,0.49564,0.93393,0.74658,0.69219,0.70978,0.42689,0.76662,0.7081,0.76205,0.37848,1.39895,2.02065,1.14443,1.41579,0.000602537,0.000602537,0.000602537
131,1485.92,0.6679,0.86645,0.47269,0.91498,0.74763,0.68814,0.72744,0.46002,0.79327,0.72263,0.78075,0.39897,1.45972,1.86853,1.08549,1.46841,0.000594286,0.000594286,0.000594286
132,1495.86,0.69402,0.8933,0.48489,0.92858,0.7905,0.63539,0.72333,0.45213,0.81638,0.65231,0.77479,0.39662,1.52653,1.98339,0.97752,1.51558,0.000586034,0.000586034,0.000586034
133,1506.31,0.66754,0.89979,0.51105,0.91254,0.66985,0.71096,0.73314,0.45435,0.68522,0.72803,0.76461,0.39072,1.49307,1.8817,0.98273,1.54358,0.000577782,0.000577782,0.000577782
134,1516.48,0.68329,0.89417,0.48614,0.92185,0.68022,0.68872,0.73464,0.45741,0.67384,0.71416,0.76127,0.39542,1.51695,1.96585,1.01431,1.63328,0.000569531,0.000569531,0.000569531
135,1526.74,0.64076,0.91157,0.48185,0.90519,0.62652,0.75359,0.72482,0.4313,0.65233,0.7821,0.76949,0.37909,1.55478,2.10387,1.05128,1.64242,0.000561279,0.000561279,0.000561279
136,1536.43,0.66186,0.92001,0.47105,0.9129,0.70094,0.70508,0.74252,0.44054,0.73079,0.73956,0.79761,0.40218,1.45429,1.77748,1.09142,1.50256,0.000553027,0.000553027,0.000553027
137,1546.71,0.66818,0.93337,0.45913,0.92853,0.78139,0.6557,0.76095,0.46268,0.82201,0.68974,0.80992,0.4154,1.42326,1.79167,1.05111,1.49381,0.000544776,0.000544776,0.000544776
138,1556.7,0.64921,0.92705,0.46976,0.9038,0.7388,0.66152,0.7494,0.45039,0.75847,0.67877,0.76981,0.40399,1.52556,1.69815,1.04639,1.57829,0.000536524,0.000536524,0.000536524
139,1566.63,0.66542,0.908,0.47152,0.9126,0.74403,0.65716,0.75808,0.45139,0.78698,0.69154,0.78095,0.39807,1.52385,1.71327,1.0288,1.63587,0.000528272,0.000528272,0.000528272
140,1576.31,0.6622,0.86029,0.45524,0.92249,0.74187,0.68814,0.76541,0.46492,0.74617,0.69661,0.77856,0.40189,1.47477,1.76627,1.07215,1.5772,0.000520021,0.000520021,0.000520021
141,1586.14,0.65121,0.90726,0.46038,0.92088,0.73643,0.70366,0.75268,0.45312,0.76233,0.72263,0.76193,0.38952,1.43376,1.84981,0.97774,1.52926,0.000511769,0.000511769,0.000511769
142,1596.53,0.63876,0.86132,0.47704,0.92309,0.66369,0.71728,0.72921,0.44886,0.69935,0.73336,0.74259,0.38254,1.45402,1.79972,0.96989,1.49659,0.000503517,0.000503517,0.000503517
143,1606.63,0.63745,0.85614,0.45698,0.91918,0.72728,0.65482,0.74674,0.46694,0.7649,0.68915,0.77301,0.40612,1.49284,1.78066,1.04298,1.49796,0.000495266,0.000495266,0.000495266
144,1616.88,0.63953,0.87373,0.47093,0.90527,0.70221,0.71114,0.74733,0.4729,0.73634,0.74103,0.77504,0.42611,1.50115,1.87908,1.0366,1.49677,0.000487014,0.000487014,0.000487014
145,1626.38,0.62985,0.86569,0.45885,0.89662,0.61989,0.819,0.74257,0.45203,0.6737,0.77188,0.77318,0.41379,1.42352,2.05798,1.0305,1.49088,0.000478762,0.000478762,0.000478762
146,1636.77,0.64529,0.86919,0.46555,0.91019,0.67074,0.74864,0.74243,0.46344,0.68989,0.77435,0.78103,0.40523,1.34643,2.05617,1.0379,1.41715,0.000470511,0.000470511,0.000470511
147,1647.04,0.61369,0.85043,0.44512,0.89806,0.71394,0.71385,0.74632,0.45442,0.73903,0.73956,0.78798,0.41428,1.48284,2.09623,1.06225,1.49355,0.000462259,0.000462259,0.000462259
148,1657.47,0.62741,0.86132,0.44807,0.90841,0.67336,0.70052,0.70196,0.43646,0.70414,0.73382,0.75581,0.39095,1.55332,2.04736,1.13839,1.59664,0.000454007,0.000454007,0.000454007
149,1666.88,0.63588,0.84046,0.4393,0.90233,0.81207,0.62822,0.73475,0.45726,0.79909,0.67877,0.77981,0.404,1.4766,1.89165,1.17499,1.58281,0.000445756,0.000445756,0.000445756
150,1677.09,0.63659,0.84428,0.45017,0.9064,0.69734,0.70949,0.73448,0.4587,0.7105,0.72542,0.76494,0.39364,1.44266,2.05276,1.21162,1.52067,0.000437504,0.000437504,0.000437504
151,1687.6,0.62888,0.80911,0.4508,0.90804,0.64445,0.73987,0.7182,0.44315,0.73463,0.68671,0.75826,0.38568,1.53176,1.9722,1.23954,1.57612,0.000429253,0.000429253,0.000429253
152,1697.79,0.59752,0.83335,0.41691,0.88602,0.80334,0.65306,0.75379,0.45135,0.81948,0.66152,0.78293,0.41117,1.54296,1.94044,1.28357,1.51486,0.000421001,0.000421001,0.000421001
153,1707.78,0.59508,0.84148,0.43486,0.88526,0.7232,0.74834,0.76083,0.47494,0.78736,0.70478,0.7896,0.42935,1.41326,1.84773,1.14232,1.42818,0.000412749,0.000412749,0.000412749
154,1718.01,0.59978,0.80871,0.44321,0.89845,0.75647,0.6706,0.75238,0.47736,0.80908,0.71355,0.79861,0.42148,1.55813,1.99748,1.09758,1.58544,0.000404498,0.000404498,0.000404498
155,1728.4,0.61292,0.84809,0.43794,0.90434,0.76666,0.686,0.75557,0.47067,0.8189,0.72845,0.80414,0.40503,1.5483,1.9873,1.10084,1.57559,0.000396246,0.000396246,0.000396246
156,1738.75,0.60472,0.81582,0.42741,0.89194,0.82139,0.71385,0.77385,0.47091,0.85466,0.73956,0.82158,0.4175,1.59238,1.85922,1.08627,1.60822,0.000387994,0.000387994,0.000387994
157,1748.96,0.59478,0.80372,0.42203,0.88,0.7973,0.71385,0.78137,0.47924,0.82795,0.73956,0.82542,0.42473,1.60219,1.77314,1.12476,1.61132,0.000379743,0.000379743,0.000379743
158,1758.6,0.61075,0.80318,0.42293,0.90246,0.82365,0.67333,0.76231,0.47171,0.85397,0.69857,0.80025,0.39964,1.57222,1.81082,1.25387,1.54248,0.000371491,0.000371491,0.000371491
159,1769,0.58378,0.78869,0.41987,0.88679,0.75987,0.67528,0.74257,0.45851,0.76707,0.68449,0.76417,0.39079,1.51851,1.86972,1.30759,1.49713,0.000363239,0.000363239,0.000363239
160,1779.14,0.59363,0.79982,0.40443,0.88956,0.76811,0.66186,0.74312,0.46543,0.77883,0.69163,0.7854,0.40231,1.44132,1.94821,1.23509,1.48283,0.000354988,0.000354988,0.000354988
161,1789.67,0.59606,0.7753,0.4309,0.90072,0.74761,0.67191,0.74422,0.45437,0.76667,0.71355,0.77987,0.40045,1.51167,2.04817,1.17675,1.58165,0.000346736,0.000346736,0.000346736
162,1800.48,0.60142,0.8896,0.42225,0.90594,0.76052,0.64459,0.74795,0.45661,0.77441,0.71355,0.79406,0.40524,1.53464,1.97617,1.14558,1.60021,0.000338484,0.000338484,0.000338484
163,1810.18,0.5804,0.85243,0.41596,0.88407,0.75196,0.68784,0.75106,0.4614,0.78774,0.72232,0.79184,0.40588,1.52742,1.88873,1.13542,1.58711,0.000330233,0.000330233,0.000330233
164,1820.32,0.58462,0.82649,0.42195,0.89276,0.74761,0.71385,0.75988,0.47048,0.78311,0.74834,0.81698,0.41569,1.44646,1.85547,1.03435,1.55704,0.000321981,0.000321981,0.000321981
165,1830.64,0.57573,0.78217,0.40239,0.87833,0.73484,0.70037,0.74523,0.46779,0.7817,0.74317,0.80785,0.41682,1.37765,1.8552,0.99036,1.49612,0.000313729,0.000313729,0.000313729
166,1841.43,0.57284,0.7865,0.40465,0.88388,0.79423,0.67937,0.75033,0.45295,0.81973,0.73956,0.80915,0.40889,1.44162,1.79229,1.04233,1.52701,0.000305478,0.000305478,0.000305478
167,1851.84,0.55636,0.79428,0.39969,0.88083,0.82855,0.71385,0.76978,0.46478,0.825,0.74084,0.81248,0.40408,1.47894,1.88647,1.00584,1.57067,0.000297226,0.000297226,0.000297226
168,1861.94,0.55696,0.78977,0.39705,0.87057,0.76203,0.72263,0.76395,0.46969,0.78591,0.73987,0.80655,0.40635,1.4952,1.81088,1.00779,1.56517,0.000288974,0.000288974,0.000288974
169,1872.08,0.57369,0.79623,0.39893,0.88092,0.81686,0.65336,0.76298,0.4711,0.84206,0.6706,0.80209,0.41,1.43484,1.95779,1.01466,1.53089,0.000280723,0.000280723,0.000280723
170,1882.37,0.56647,0.80833,0.39792,0.88225,0.7723,0.70169,0.76546,0.47887,0.80563,0.73605,0.80693,0.41451,1.40292,1.90504,1.13105,1.45427,0.000272471,0.000272471,0.000272471
171,1892.56,0.56773,0.78664,0.40834,0.88238,0.76879,0.71543,0.75992,0.47594,0.80273,0.74978,0.79922,0.41107,1.39978,1.95265,1.14372,1.44657,0.00026422,0.00026422,0.00026422
172,1901.95,0.54542,0.77794,0.3848,0.88425,0.74537,0.73005,0.75114,0.47742,0.7779,0.76421,0.79963,0.40557,1.45562,1.95652,1.07264,1.52949,0.000255968,0.000255968,0.000255968
173,1912.28,0.52924,0.78402,0.37538,0.86577,0.76621,0.71385,0.75997,0.47843,0.8095,0.74834,0.80536,0.40867,1.50099,1.90873,1.04948,1.59147,0.000247716,0.000247716,0.000247716
174,1922.56,0.54686,0.78849,0.39237,0.87864,0.78101,0.67517,0.77419,0.49075,0.80959,0.73956,0.81627,0.41365,1.44879,1.99292,1.07115,1.56941,0.000239465,0.000239465,0.000239465
175,1932.8,0.53826,0.76373,0.38066,0.87937,0.79745,0.69631,0.77678,0.48544,0.77165,0.74639,0.81195,0.41753,1.46173,1.91727,1.14543,1.5699,0.000231213,0.000231213,0.000231213
176,1942.7,0.53885,0.74904,0.37115,0.88641,0.79031,0.71355,0.78274,0.4902,0.80138,0.72202,0.81383,0.42316,1.43699,2.02211,1.18174,1.56965,0.000222961,0.000222961,0.000222961
177,1952.85,0.53604,0.77063,0.38121,0.87449,0.78737,0.72474,0.7824,0.49608,0.79216,0.73926,0.8129,0.42683,1.44455,2.01607,1.2295,1.57225,0.00021471,0.00021471,0.00021471
178,1963.29,0.54377,0.73999,0.37804,0.86839,0.79548,0.68754,0.77401,0.47723,0.81547,0.70478,0.8138,0.41497,1.48181,1.94246,1.25679,1.60858,0.000206458,0.000206458,0.000206458
179,1973.47,0.5438,0.75163,0.37942,0.87315,0.77676,0.67877,0.77009,0.47629,0.79605,0.69601,0.80939,0.41558,1.48412,1.91622,1.25217,1.61684,0.000198206,0.000198206,0.000198206
180,1983.79,0.52146,0.74266,0.37131,0.87433,0.78858,0.67877,0.76755,0.47073,0.80724,0.69601,0.80322,0.40992,1.43936,1.85581,1.38331,1.60197,0.000189955,0.000189955,0.000189955
181,1993.3,0.51281,0.71207,0.36559,0.86481,0.79813,0.67925,0.76892,0.47391,0.81708,0.69657,0.80694,0.41844,1.44135,1.98626,1.34779,1.59994,0.000181703,0.000181703,0.000181703
182,2003.69,0.51341,0.75665,0.36688,0.86839,0.80641,0.68985,0.77505,0.4867,0.82635,0.70478,0.80932,0.41856,1.43543,1.96148,1.21648,1.60766,0.000173451,0.000173451,0.000173451
183,2014.01,0.51491,0.74388,0.36148,0.86231,0.80096,0.68754,0.77561,0.48267,0.82146,0.70478,0.81104,0.42491,1.4299,1.85958,1.19383,1.57954,0.0001652,0.0001652,0.0001652
184,2024.45,0.54387,0.77851,0.39157,0.87985,0.79964,0.69314,0.76194,0.47989,0.81333,0.70478,0.79801,0.42657,1.44841,1.89428,1.19046,1.5893,0.000156948,0.000156948,0.000156948
185,2034.46,0.50486,0.7522,0.35708,0.86819,0.75921,0.70014,0.75814,0.48235,0.79886,0.69614,0.78846,0.41821,1.45927,1.85414,1.14298,1.60277,0.000148696,0.000148696,0.000148696
186,2044.73,0.5217,0.74247,0.36972,0.87129,0.74821,0.70515,0.75186,0.47855,0.74797,0.70187,0.78336,0.41692,1.47145,1.8493,1.08201,1.61364,0.000140445,0.000140445,0.000140445
187,2055.07,0.50506,0.74229,0.35572,0.87087,0.76909,0.70496,0.74833,0.46908,0.77086,0.70441,0.78037,0.40806,1.50012,1.88327,1.06242,1.62969,0.000132193,0.000132193,0.000132193
188,2065.62,0.49877,0.77391,0.36677,0.86344,0.7862,0.67892,0.73999,0.463,0.79684,0.68681,0.77539,0.39771,1.50996,1.87285,1.07746,1.62868,0.000123941,0.000123941,0.000123941
189,2075.91,0.51777,0.74061,0.36131,0.87926,0.74952,0.69631,0.75017,0.47744,0.76664,0.71355,0.78892,0.40148,1.51016,1.91378,1.112,1.64378,0.00011569,0.00011569,0.00011569
190,2085.04,0.48899,0.72783,0.34758,0.86276,0.75531,0.67907,0.75546,0.47876,0.78869,0.69631,0.79575,0.39857,1.49869,1.96094,1.14342,1.64607,0.000107438,0.000107438,0.000107438
191,2107.8,0.56059,0.73672,0.39326,0.88064,0.76373,0.65772,0.7554,0.47689,0.79459,0.67442,0.79538,0.39771,1.49272,1.98514,1.15945,1.66925,9.91865e-05,9.91865e-05,9.91865e-05
192,2121.51,0.53637,0.76282,0.35908,0.87752,0.74608,0.67907,0.74639,0.47105,0.76537,0.69631,0.79327,0.3944,1.49744,1.90187,1.14072,1.68964,9.09349e-05,9.09349e-05,9.09349e-05
193,2132.68,0.52891,0.72551,0.34872,0.88852,0.7528,0.67833,0.74365,0.46795,0.73316,0.73079,0.77205,0.38712,1.51904,1.88253,1.14284,1.69912,8.26832e-05,8.26832e-05,8.26832e-05
194,2142.9,0.52227,0.71355,0.34861,0.86508,0.73009,0.71355,0.74899,0.46583,0.74628,0.73079,0.78454,0.39267,1.56194,1.90488,1.18121,1.73049,7.44316e-05,7.44316e-05,7.44316e-05
195,2152.7,0.51293,0.74617,0.35083,0.87373,0.74062,0.69379,0.75392,0.46671,0.75339,0.73079,0.78966,0.39058,1.5681,1.93366,1.19328,1.72856,6.61799e-05,6.61799e-05,6.61799e-05
196,2162.18,0.49162,0.68246,0.32739,0.86134,0.74968,0.69884,0.7636,0.47944,0.75445,0.73871,0.80186,0.3948,1.55664,1.95808,1.17837,1.71915,5.79283e-05,5.79283e-05,5.79283e-05
197,2172.43,0.47944,0.69786,0.32291,0.86463,0.78329,0.66206,0.76842,0.48187,0.733,0.73167,0.79199,0.40276,1.56179,1.95095,1.16186,1.72912,4.96766e-05,4.96766e-05,4.96766e-05
198,2182.31,0.4912,0.69555,0.32767,0.88155,0.795,0.65918,0.76254,0.48321,0.80904,0.66729,0.79645,0.4001,1.56777,1.92727,1.14631,1.73037,4.1425e-05,4.1425e-05,4.1425e-05
199,2191.86,0.4795,0.71859,0.31414,0.85679,0.79465,0.66699,0.75885,0.48148,0.80688,0.67546,0.79515,0.40545,1.57285,1.92236,1.13717,1.73198,3.31733e-05,3.31733e-05,3.31733e-05
200,2201.87,0.51169,0.66926,0.32593,0.88114,0.78708,0.66145,0.76393,0.47575,0.79908,0.66977,0.79305,0.39945,1.57826,1.92155,1.1268,1.73359,2.49217e-05,2.49217e-05,2.49217e-05
